q,r,label
32,-57,H.4
33,-57,H.0
34,-57,D.1
35,-57,H.0
36,-57,D.2
37,-57,H.4
38,-57,H.0
39,-57,D.1
40,-57,H.0
41,-57,D.2
42,-57,H.4
46,-57,H.0
47,-57,D.1
48,-57,H.0
49,-57,D.2
50,-57,H.4
56,-57,H.0
57,-57,D.2
58,-57,H.4
59,-57,H.0
60,-57,D.1
61,-57,H.0
62,-57,D.2
63,-57,H.4
64,-57,H.0
65,-57,D.2
66,-57,H.4
67,-57,H.0
68,-57,D.1
69,-57,H.0
70,-57,D.2
71,-57,H.4
72,-57,H.0
73,-57,D.1
74,-57,H.0
75,-57,D.2
76,-57,H.4
80,-57,H.0
81,-57,D.1
82,-57,H.0
83,-57,D.2
84,-57,H.4
-12,-56,H.5
-4,-56,H.5
-1,-56,H.5
0,-56,H.1
1,-56,H.2
2,-56,H.1
3,-56,H.2
4,-56,H.5
5,-56,H.1
6,-56,H.2
7,-56,H.1
8,-56,H.2
9,-56,H.5
10,-56,H.1
11,-56,H.2
12,-56,H.5
13,-56,H.1
14,-56,H.2
15,-56,H.1
16,-56,H.2
17,-56,H.5
18,-56,H.1
19,-56,H.2
20,-56,H.1
21,-56,H.2
23,-56,H.1
24,-56,H.2
25,-56,H.5
26,-56,H.1
27,-56,H.2
28,-56,H.1
29,-56,H.2
30,-56,H.5
31,-56,H.1
32,-56,H.2
33,-56,H.5
34,-56,H.1
35,-56,H.2
36,-56,H.1
37,-56,H.2
38,-56,H.5
39,-56,H.1
40,-56,H.2
41,-56,H.1
42,-56,H.2
44,-56,H.1
45,-56,H.2
46,-56,H.5
47,-56,H.1
48,-56,H.2
49,-56,H.1
50,-56,H.2
52,-56,H.1
53,-56,H.2
56,-56,H.2
57,-56,H.1
58,-56,H.2
59,-56,H.5
60,-56,H.1
61,-56,H.2
62,-56,H.1
63,-56,H.2
64,-56,H.5
65,-56,H.1
66,-56,H.2
67,-56,H.5
68,-56,H.1
69,-56,H.2
70,-56,H.1
71,-56,H.2
72,-56,H.5
73,-56,H.1
74,-56,H.2
75,-56,H.1
76,-56,H.2
78,-56,H.1
79,-56,H.2
80,-56,H.5
81,-56,H.1
82,-56,H.2
83,-56,H.1
84,-56,H.2
86,-56,H.1
87,-56,H.2
0,-55,D.4
1,-55,H.3
2,-55,D.3
3,-55,D.0
4,-55,H.3
5,-55,D.3
6,-55,D.0
7,-55,D.3
8,-55,D.0
9,-55,H.3
10,-55,D.3
11,-55,D.0
12,-55,H.3
13,-55,D.3
14,-55,D.0
15,-55,D.3
16,-55,D.0
17,-55,H.3
18,-55,D.3
19,-55,D.0
20,-55,D.3
21,-55,D.0
22,-55,H.3
23,-55,D.3
24,-55,D.0
25,-55,H.3
26,-55,D.3
27,-55,D.0
28,-55,D.3
29,-55,D.0
30,-55,H.3
31,-55,D.3
32,-55,D.0
33,-55,H.3
34,-55,D.4
35,-55,H.3
36,-55,D.3
37,-55,D.0
38,-55,H.3
39,-55,D.3
40,-55,D.0
41,-55,D.3
42,-55,D.0
43,-55,H.3
44,-55,D.3
45,-55,D.0
46,-55,H.3
47,-55,D.4
48,-55,H.3
49,-55,D.3
50,-55,D.0
51,-55,H.3
52,-55,D.4
53,-55,H.3
54,-55,H.1
55,-55,D.5
56,-55,H.3
57,-55,D.3
58,-55,D.0
59,-55,H.3
60,-55,D.3
61,-55,D.0
62,-55,D.3
63,-55,D.0
64,-55,H.3
65,-55,D.3
66,-55,D.0
67,-55,H.3
68,-55,D.3
69,-55,D.0
70,-55,D.3
71,-55,D.0
72,-55,H.3
73,-55,D.3
74,-55,D.0
75,-55,D.3
76,-55,D.0
77,-55,H.3
78,-55,D.3
79,-55,D.0
80,-55,H.3
81,-55,D.3
82,-55,D.0
83,-55,D.3
84,-55,D.0
85,-55,H.3
86,-55,D.3
87,-55,D.0
88,-55,H.3
-1,-54,H.0
0,-54,D.1
1,-54,H.2
2,-54,H.5
3,-54,H.4
4,-54,H.2
5,-54,H.5
6,-54,H.4
7,-54,H.5
8,-54,H.4
9,-54,H.2
10,-54,H.5
11,-54,H.4
12,-54,H.2
13,-54,H.5
14,-54,H.4
15,-54,H.5
16,-54,H.4
17,-54,H.2
18,-54,H.5
19,-54,H.4
20,-54,H.5
21,-54,H.4
22,-54,H.2
23,-54,H.5
24,-54,H.4
25,-54,H.2
26,-54,H.5
27,-54,H.4
28,-54,H.5
29,-54,H.4
30,-54,H.2
31,-54,H.5
32,-54,H.4
33,-54,H.0
34,-54,D.1
35,-54,H.2
36,-54,H.5
37,-54,H.4
38,-54,H.2
39,-54,H.5
40,-54,H.4
41,-54,H.5
42,-54,H.4
43,-54,H.2
44,-54,H.5
45,-54,H.4
46,-54,H.0
47,-54,D.1
48,-54,H.2
49,-54,H.5
50,-54,H.4
51,-54,H.0
52,-54,D.1
53,-54,H.0
54,-54,D.2
55,-54,H.4
56,-54,H.2
57,-54,H.5
58,-54,H.4
59,-54,H.2
60,-54,H.5
61,-54,H.4
62,-54,H.5
63,-54,H.4
64,-54,H.2
65,-54,H.5
66,-54,H.4
67,-54,H.2
68,-54,H.5
69,-54,H.4
70,-54,H.5
71,-54,H.4
72,-54,H.2
73,-54,H.5
74,-54,H.4
75,-54,H.5
76,-54,H.4
77,-54,H.2
78,-54,H.5
79,-54,H.4
80,-54,H.2
81,-54,H.5
82,-54,H.4
83,-54,H.5
84,-54,H.4
85,-54,H.2
86,-54,H.5
87,-54,H.4
-3,-53,H.1
-2,-53,H.2
-1,-53,H.5
0,-53,D.4
1,-53,H.3
2,-53,H.1
3,-53,D.5
4,-53,H.3
5,-53,H.1
6,-53,D.5
7,-53,H.3
8,-53,D.4
9,-53,H.3
10,-53,H.1
11,-53,D.5
12,-53,H.3
13,-53,H.1
14,-53,D.5
15,-53,H.3
16,-53,D.4
17,-53,H.3
18,-53,H.1
19,-53,D.5
20,-53,H.3
21,-53,D.4
22,-53,H.3
23,-53,H.1
24,-53,D.5
25,-53,H.3
26,-53,H.1
27,-53,D.5
28,-53,H.3
29,-53,D.4
30,-53,H.3
31,-53,H.1
32,-53,H.2
33,-53,H.5
34,-53,D.4
35,-53,H.3
36,-53,H.1
37,-53,D.5
38,-53,H.3
39,-53,H.1
40,-53,D.5
41,-53,H.3
42,-53,D.4
43,-53,H.3
44,-53,H.1
45,-53,H.2
46,-53,H.5
47,-53,D.4
48,-53,H.3
49,-53,H.1
50,-53,H.2
51,-53,H.5
52,-53,H.1
53,-53,D.5
54,-53,H.3
55,-53,D.4
56,-53,H.3
57,-53,H.1
58,-53,D.5
59,-53,H.3
60,-53,H.1
61,-53,D.5
62,-53,H.3
63,-53,D.4
64,-53,H.3
65,-53,H.1
66,-53,D.5
67,-53,H.3
68,-53,H.1
69,-53,D.5
70,-53,H.3
71,-53,D.4
72,-53,H.3
73,-53,H.1
74,-53,D.5
75,-53,H.3
76,-53,D.4
77,-53,H.3
78,-53,H.1
79,-53,D.5
80,-53,H.3
81,-53,H.1
82,-53,D.5
83,-53,H.3
84,-53,D.4
85,-53,H.3
-4,-52,H.0
-3,-52,D.3
-2,-52,D.0
-1,-52,H.0
0,-52,D.1
1,-52,H.0
2,-52,D.2
3,-52,H.4
4,-52,H.0
5,-52,D.2
6,-52,H.4
7,-52,H.0
8,-52,D.1
9,-52,H.0
10,-52,D.2
11,-52,H.4
12,-52,H.0
13,-52,D.2
14,-52,H.4
15,-52,H.0
16,-52,D.1
17,-52,H.0
18,-52,D.2
19,-52,H.4
20,-52,H.0
21,-52,D.1
22,-52,H.0
23,-52,D.2
24,-52,H.4
25,-52,H.0
26,-52,D.2
27,-52,H.4
28,-52,H.0
29,-52,D.1
30,-52,H.0
31,-52,D.3
32,-52,D.0
33,-52,H.0
34,-52,D.1
35,-52,H.0
36,-52,D.2
37,-52,H.4
38,-52,H.0
39,-52,D.2
40,-52,H.4
41,-52,H.0
42,-52,D.1
43,-52,H.0
44,-52,D.3
45,-52,D.0
46,-52,H.0
47,-52,D.1
48,-52,H.0
49,-52,D.3
50,-52,D.0
51,-52,H.0
52,-52,D.2
53,-52,H.4
54,-52,H.0
55,-52,D.1
56,-52,H.0
57,-52,D.2
58,-52,H.4
59,-52,H.0
60,-52,D.2
61,-52,H.4
62,-52,H.0
63,-52,D.1
64,-52,H.0
65,-52,D.2
66,-52,H.4
67,-52,H.0
68,-52,D.2
69,-52,H.4
70,-52,H.0
71,-52,D.1
72,-52,H.0
73,-52,D.2
74,-52,H.4
75,-52,H.0
76,-52,D.1
77,-52,H.0
78,-52,D.2
79,-52,H.4
80,-52,H.0
81,-52,D.2
82,-52,H.4
83,-52,H.0
84,-52,D.1
-8,-51,H.1
-7,-51,H.2
-4,-51,H.2
-3,-51,H.5
-2,-51,H.4
-1,-51,H.5
0,-51,H.1
1,-51,H.2
2,-51,H.1
3,-51,H.2
4,-51,H.5
5,-51,H.1
6,-51,H.2
7,-51,H.5
8,-51,H.4
9,-51,H.2
10,-51,H.1
11,-51,H.2
12,-51,H.5
13,-51,H.1
14,-51,H.2
15,-51,H.5
16,-51,H.4
17,-51,H.5
18,-51,H.1
19,-51,H.2
20,-51,H.5
21,-51,H.4
22,-51,H.2
23,-51,H.1
24,-51,H.2
25,-51,H.5
26,-51,H.1
27,-51,H.2
28,-51,H.5
29,-51,H.4
30,-51,H.2
31,-51,H.5
32,-51,H.4
33,-51,H.5
34,-51,H.1
35,-51,H.2
36,-51,H.1
37,-51,H.2
38,-51,H.5
39,-51,H.1
40,-51,H.2
41,-51,H.5
42,-51,H.4
43,-51,H.2
44,-51,H.5
45,-51,H.4
46,-51,H.5
47,-51,H.1
48,-51,H.2
49,-51,H.5
50,-51,H.4
51,-51,H.2
52,-51,H.1
53,-51,H.2
54,-51,H.5
55,-51,H.4
56,-51,H.2
57,-51,H.1
58,-51,H.2
59,-51,H.5
60,-51,H.1
61,-51,H.2
62,-51,H.5
63,-51,H.4
64,-51,H.2
65,-51,H.1
66,-51,H.2
67,-51,H.5
68,-51,H.1
69,-51,H.2
70,-51,H.5
71,-51,H.4
72,-51,H.5
73,-51,H.1
74,-51,H.2
75,-51,H.5
76,-51,H.4
77,-51,H.2
78,-51,H.1
79,-51,H.2
80,-51,H.5
83,-51,H.5
84,-51,H.4
-8,-50,D.4
-7,-50,H.3
-6,-50,H.1
-5,-50,D.5
-4,-50,H.3
-3,-50,H.1
-2,-50,D.5
-1,-50,H.3
0,-50,D.4
1,-50,H.3
2,-50,D.3
3,-50,D.0
4,-50,H.3
5,-50,D.4
6,-50,H.3
7,-50,H.1
8,-50,D.5
9,-50,H.3
10,-50,D.3
11,-50,D.0
12,-50,H.3
13,-50,D.4
14,-50,H.3
15,-50,H.1
16,-50,D.5
17,-50,H.3
18,-50,D.3
19,-50,D.0
20,-50,H.3
21,-50,D.4
22,-50,H.3
23,-50,D.3
24,-50,D.0
25,-50,H.3
26,-50,D.4
27,-50,H.3
28,-50,H.1
29,-50,D.5
30,-50,H.3
31,-50,H.1
32,-50,D.5
33,-50,H.3
34,-50,D.4
35,-50,H.3
36,-50,D.3
37,-50,D.0
38,-50,H.3
39,-50,D.4
40,-50,H.3
41,-50,H.1
42,-50,D.5
43,-50,H.3
44,-50,H.1
45,-50,D.5
46,-50,H.3
47,-50,D.4
48,-50,H.3
49,-50,H.1
50,-50,D.5
51,-50,H.3
52,-50,D.3
53,-50,D.0
54,-50,H.3
55,-50,D.4
56,-50,H.3
57,-50,D.3
58,-50,D.0
59,-50,H.3
60,-50,D.4
61,-50,H.3
62,-50,H.1
63,-50,D.5
64,-50,H.3
65,-50,D.3
66,-50,D.0
67,-50,H.3
68,-50,D.4
69,-50,H.3
70,-50,H.1
71,-50,D.5
72,-50,H.3
73,-50,D.3
74,-50,D.0
75,-50,H.3
76,-50,D.4
77,-50,H.3
78,-50,D.3
79,-50,D.0
80,-50,H.3
-9,-49,H.0
-8,-49,D.1
-7,-49,H.0
-6,-49,D.2
-5,-49,H.4
-4,-49,H.0
-3,-49,D.2
-2,-49,H.4
-1,-49,H.0
0,-49,D.1
1,-49,H.2
2,-49,H.5
3,-49,H.4
4,-49,H.0
5,-49,D.1
6,-49,H.0
7,-49,D.2
8,-49,H.4
9,-49,H.2
10,-49,H.5
11,-49,H.4
12,-49,H.0
13,-49,D.1
14,-49,H.0
15,-49,D.2
16,-49,H.4
17,-49,H.2
18,-49,H.5
19,-49,H.4
20,-49,H.0
21,-49,D.1
22,-49,H.2
23,-49,H.5
24,-49,H.4
25,-49,H.0
26,-49,D.1
27,-49,H.0
28,-49,D.2
29,-49,H.4
30,-49,H.0
31,-49,D.2
32,-49,H.4
33,-49,H.0
34,-49,D.1
35,-49,H.2
36,-49,H.5
37,-49,H.4
38,-49,H.0
39,-49,D.1
40,-49,H.0
41,-49,D.2
42,-49,H.4
43,-49,H.0
44,-49,D.2
45,-49,H.4
46,-49,H.0
47,-49,D.1
48,-49,H.0
49,-49,D.2
50,-49,H.4
51,-49,H.2
52,-49,H.5
53,-49,H.4
54,-49,H.0
55,-49,D.1
56,-49,H.2
57,-49,H.5
58,-49,H.4
59,-49,H.0
60,-49,D.1
61,-49,H.0
62,-49,D.2
63,-49,H.4
64,-49,H.2
65,-49,H.5
66,-49,H.4
67,-49,H.0
68,-49,D.1
69,-49,H.0
70,-49,D.2
71,-49,H.4
72,-49,H.2
73,-49,H.5
74,-49,H.4
75,-49,H.0
76,-49,D.1
77,-49,H.2
78,-49,H.5
79,-49,H.4
-11,-48,H.1
-10,-48,H.2
-9,-48,H.5
-8,-48,H.1
-7,-48,H.2
-6,-48,H.1
-5,-48,H.2
-4,-48,H.5
-3,-48,H.1
-2,-48,H.2
-1,-48,H.5
0,-48,D.4
1,-48,H.3
2,-48,H.1
3,-48,H.2
4,-48,H.5
5,-48,H.1
6,-48,D.5
7,-48,H.3
8,-48,D.4
9,-48,H.3
10,-48,H.1
11,-48,H.2
12,-48,H.5
13,-48,H.1
14,-48,D.5
15,-48,H.3
16,-48,D.4
17,-48,H.3
18,-48,H.1
19,-48,H.2
20,-48,H.5
21,-48,D.4
22,-48,H.3
23,-48,H.1
24,-48,H.2
25,-48,H.5
26,-48,H.1
27,-48,H.2
28,-48,H.1
29,-48,H.2
30,-48,H.5
31,-48,H.1
32,-48,H.2
33,-48,H.5
34,-48,D.4
35,-48,H.3
36,-48,H.1
37,-48,H.2
38,-48,H.5
39,-48,H.1
40,-48,H.2
41,-48,H.1
42,-48,H.2
43,-48,H.5
44,-48,H.1
45,-48,H.2
46,-48,H.5
47,-48,H.1
48,-48,D.5
49,-48,H.3
50,-48,D.4
51,-48,H.3
52,-48,H.1
53,-48,H.2
54,-48,H.5
55,-48,D.4
56,-48,H.3
57,-48,H.1
58,-48,H.2
59,-48,H.5
60,-48,H.1
61,-48,D.5
62,-48,H.3
63,-48,D.4
64,-48,H.3
65,-48,H.1
66,-48,H.2
67,-48,H.5
68,-48,H.1
69,-48,D.5
70,-48,H.3
71,-48,D.4
72,-48,H.3
73,-48,H.1
74,-48,H.2
75,-48,H.5
76,-48,D.4
77,-48,H.3
-12,-47,H.0
-11,-47,D.3
-10,-47,D.0
-9,-47,H.0
-8,-47,D.3
-7,-47,D.0
-6,-47,D.3
-5,-47,D.0
-4,-47,H.0
-3,-47,D.3
-2,-47,D.0
-1,-47,H.0
0,-47,D.1
1,-47,H.0
2,-47,D.3
3,-47,D.0
4,-47,H.0
5,-47,D.2
6,-47,H.4
7,-47,H.0
8,-47,D.1
9,-47,H.0
10,-47,D.3
11,-47,D.0
12,-47,H.0
13,-47,D.2
14,-47,H.4
15,-47,H.0
16,-47,D.1
17,-47,H.0
18,-47,D.3
19,-47,D.0
20,-47,H.0
21,-47,D.1
22,-47,H.0
23,-47,D.3
24,-47,D.0
25,-47,H.0
26,-47,D.3
27,-47,D.0
28,-47,D.3
29,-47,D.0
30,-47,H.0
31,-47,D.3
32,-47,D.0
33,-47,H.0
34,-47,D.1
35,-47,H.0
36,-47,D.3
37,-47,D.0
38,-47,H.0
39,-47,D.3
40,-47,D.0
41,-47,D.3
42,-47,D.0
43,-47,H.0
44,-47,D.3
45,-47,D.0
46,-47,H.0
47,-47,D.2
48,-47,H.4
49,-47,H.0
50,-47,D.1
51,-47,H.0
52,-47,D.3
53,-47,D.0
54,-47,H.0
55,-47,D.1
56,-47,H.0
57,-47,D.3
58,-47,D.0
59,-47,H.0
60,-47,D.2
61,-47,H.4
62,-47,H.0
63,-47,D.1
64,-47,H.0
65,-47,D.3
66,-47,D.0
67,-47,H.0
68,-47,D.2
69,-47,H.4
70,-47,H.0
71,-47,D.1
72,-47,H.0
73,-47,D.3
74,-47,D.0
75,-47,H.0
76,-47,D.1
-21,-46,H.1
-20,-46,H.2
-17,-46,H.2
-11,-46,H.5
-10,-46,H.4
-9,-46,H.2
-8,-46,H.5
-7,-46,H.4
-6,-46,H.5
-5,-46,H.4
-4,-46,H.2
-3,-46,H.5
-2,-46,H.4
-1,-46,H.5
0,-46,H.1
1,-46,H.2
2,-46,H.5
3,-46,H.4
4,-46,H.2
5,-46,H.1
6,-46,H.2
7,-46,H.5
8,-46,H.4
9,-46,H.2
10,-46,H.5
11,-46,H.4
12,-46,H.5
13,-46,H.1
14,-46,H.2
15,-46,H.5
16,-46,H.4
17,-46,H.2
18,-46,H.5
19,-46,H.4
20,-46,H.5
21,-46,H.4
22,-46,H.2
23,-46,H.5
24,-46,H.4
25,-46,H.2
26,-46,H.5
27,-46,H.4
28,-46,H.5
29,-46,H.4
30,-46,H.2
31,-46,H.5
32,-46,H.4
33,-46,H.5
34,-46,H.1
35,-46,H.2
36,-46,H.5
37,-46,H.4
38,-46,H.2
39,-46,H.5
40,-46,H.4
41,-46,H.5
42,-46,H.4
43,-46,H.2
44,-46,H.5
45,-46,H.4
46,-46,H.2
47,-46,H.1
48,-46,H.2
49,-46,H.5
50,-46,H.4
51,-46,H.2
52,-46,H.5
53,-46,H.4
54,-46,H.5
55,-46,H.4
56,-46,H.2
57,-46,H.5
58,-46,H.4
59,-46,H.2
60,-46,H.1
61,-46,H.2
62,-46,H.5
63,-46,H.4
64,-46,H.2
65,-46,H.5
66,-46,H.4
67,-46,H.5
70,-46,H.5
71,-46,H.4
73,-46,H.5
74,-46,H.4
75,-46,H.5
76,-46,H.4
77,-46,H.2
-21,-45,D.4
-20,-45,H.3
-19,-45,H.1
-18,-45,D.5
-17,-45,H.3
-11,-45,H.1
-10,-45,D.5
-9,-45,H.3
-8,-45,H.1
-7,-45,D.5
-6,-45,H.3
-5,-45,D.4
-4,-45,H.3
-3,-45,H.1
-2,-45,D.5
-1,-45,H.3
0,-45,D.4
1,-45,H.3
2,-45,H.1
3,-45,D.5
4,-45,H.3
5,-45,D.4
6,-45,H.3
7,-45,H.1
8,-45,D.5
9,-45,H.3
10,-45,H.1
11,-45,D.5
12,-45,H.3
13,-45,D.4
14,-45,H.3
15,-45,H.1
16,-45,D.5
17,-45,H.3
18,-45,H.1
19,-45,D.5
20,-45,H.3
21,-45,D.4
22,-45,H.3
23,-45,H.1
24,-45,D.5
25,-45,H.3
26,-45,H.1
27,-45,D.5
28,-45,H.3
29,-45,D.4
30,-45,H.3
31,-45,H.1
32,-45,D.5
33,-45,H.3
34,-45,D.4
35,-45,H.3
36,-45,H.1
37,-45,D.5
38,-45,H.3
39,-45,H.1
40,-45,D.5
41,-45,H.3
42,-45,D.4
43,-45,H.3
44,-45,H.1
45,-45,D.5
46,-45,H.3
47,-45,D.4
48,-45,H.3
49,-45,H.1
50,-45,D.5
51,-45,H.3
52,-45,H.1
53,-45,D.5
54,-45,H.3
55,-45,D.4
56,-45,H.3
57,-45,H.1
58,-45,D.5
59,-45,H.3
60,-45,D.4
61,-45,H.3
62,-45,H.1
63,-45,D.5
64,-45,H.3
65,-45,H.1
66,-45,D.5
67,-45,H.3
73,-45,H.1
74,-45,D.5
75,-45,H.3
76,-45,D.4
77,-45,H.3
-22,-44,H.0
-21,-44,D.1
-20,-44,H.0
-19,-44,D.2
-18,-44,H.4
-12,-44,H.0
-11,-44,D.2
-10,-44,H.4
-9,-44,H.0
-8,-44,D.2
-7,-44,H.4
-6,-44,H.0
-5,-44,D.1
-4,-44,H.0
-3,-44,D.2
-2,-44,H.4
-1,-44,H.0
0,-44,D.1
1,-44,H.0
2,-44,D.2
3,-44,H.4
4,-44,H.0
5,-44,D.1
6,-44,H.0
7,-44,D.2
8,-44,H.4
9,-44,H.0
10,-44,D.2
11,-44,H.4
12,-44,H.0
13,-44,D.1
14,-44,H.0
15,-44,D.2
16,-44,H.4
17,-44,H.0
18,-44,D.2
19,-44,H.4
20,-44,H.0
21,-44,D.1
22,-44,H.0
23,-44,D.2
24,-44,H.4
25,-44,H.0
26,-44,D.2
27,-44,H.4
28,-44,H.0
29,-44,D.1
30,-44,H.0
31,-44,D.2
32,-44,H.4
33,-44,H.0
34,-44,D.1
35,-44,H.0
36,-44,D.2
37,-44,H.4
38,-44,H.0
39,-44,D.2
40,-44,H.4
41,-44,H.0
42,-44,D.1
43,-44,H.0
44,-44,D.2
45,-44,H.4
46,-44,H.0
47,-44,D.1
48,-44,H.0
49,-44,D.2
50,-44,H.4
51,-44,H.0
52,-44,D.2
53,-44,H.4
54,-44,H.0
55,-44,D.1
56,-44,H.0
57,-44,D.2
58,-44,H.4
59,-44,H.0
60,-44,D.1
61,-44,H.0
62,-44,D.2
63,-44,H.4
64,-44,H.0
65,-44,D.2
66,-44,H.4
72,-44,H.0
73,-44,D.2
74,-44,H.4
75,-44,H.0
76,-44,D.1
-22,-43,H.5
-21,-43,H.1
-20,-43,H.2
-19,-43,H.1
-18,-43,H.2
-16,-43,H.1
-15,-43,H.2
-12,-43,H.2
-11,-43,H.1
-10,-43,H.2
-9,-43,H.5
-8,-43,H.1
-7,-43,H.2
-6,-43,H.5
-5,-43,H.4
-4,-43,H.5
-3,-43,H.1
-2,-43,H.2
-1,-43,H.5
0,-43,H.1
1,-43,H.2
2,-43,H.1
3,-43,H.2
4,-43,H.5
5,-43,H.1
6,-43,H.2
7,-43,H.1
8,-43,H.2
9,-43,H.5
10,-43,H.1
11,-43,H.2
12,-43,H.5
13,-43,H.1
14,-43,H.2
15,-43,H.1
16,-43,H.2
17,-43,H.5
18,-43,H.1
19,-43,H.2
20,-43,H.5
21,-43,H.4
22,-43,H.2
23,-43,H.1
24,-43,H.2
25,-43,H.5
26,-43,H.1
27,-43,H.2
28,-43,H.5
29,-43,H.4
30,-43,H.5
31,-43,H.1
32,-43,H.2
33,-43,H.5
34,-43,H.1
35,-43,H.2
36,-43,H.1
37,-43,H.2
38,-43,H.5
39,-43,H.1
40,-43,H.2
41,-43,H.5
42,-43,H.4
43,-43,H.2
44,-43,H.1
45,-43,H.2
46,-43,H.5
47,-43,H.1
48,-43,H.2
49,-43,H.1
50,-43,H.2
51,-43,H.5
52,-43,H.1
53,-43,H.2
54,-43,H.5
55,-43,H.4
56,-43,H.2
57,-43,H.1
58,-43,H.2
59,-43,H.5
60,-43,H.1
61,-43,H.2
62,-43,H.1
63,-43,H.2
64,-43,H.5
65,-43,H.1
66,-43,H.2
72,-43,H.5
75,-43,H.5
76,-43,H.4
-21,-42,D.4
-20,-42,H.3
-19,-42,D.3
-18,-42,D.0
-17,-42,H.3
-16,-42,D.4
-15,-42,H.3
-14,-42,H.1
-13,-42,D.5
-12,-42,H.3
-11,-42,D.3
-10,-42,D.0
-9,-42,H.3
-8,-42,D.4
-7,-42,H.3
-6,-42,H.1
-5,-42,D.5
-4,-42,H.3
-3,-42,D.3
-2,-42,D.0
-1,-42,H.3
0,-42,D.4
1,-42,H.3
2,-42,D.3
3,-42,D.0
4,-42,H.3
5,-42,D.3
6,-42,D.0
7,-42,D.3
8,-42,D.0
9,-42,H.3
10,-42,D.3
11,-42,D.0
12,-42,H.3
13,-42,D.4
14,-42,H.3
15,-42,D.3
16,-42,D.0
17,-42,H.3
18,-42,D.4
19,-42,H.3
20,-42,H.1
21,-42,D.5
22,-42,H.3
23,-42,D.3
24,-42,D.0
25,-42,H.3
26,-42,D.4
27,-42,H.3
28,-42,H.1
29,-42,D.5
30,-42,H.3
31,-42,D.3
32,-42,D.0
33,-42,H.3
34,-42,D.4
35,-42,H.3
36,-42,D.3
37,-42,D.0
38,-42,H.3
39,-42,D.4
40,-42,H.3
41,-42,H.1
42,-42,D.5
43,-42,H.3
44,-42,D.3
45,-42,D.0
46,-42,H.3
47,-42,D.3
48,-42,D.0
49,-42,D.3
50,-42,D.0
51,-42,H.3
52,-42,D.3
53,-42,D.0
54,-42,H.3
55,-42,D.4
56,-42,H.3
57,-42,D.3
58,-42,D.0
59,-42,H.3
60,-42,D.3
61,-42,D.0
62,-42,D.3
63,-42,D.0
64,-42,H.3
65,-42,D.3
66,-42,D.0
67,-42,H.3
-22,-41,H.0
-21,-41,D.1
-20,-41,H.2
-19,-41,H.5
-18,-41,H.4
-17,-41,H.0
-16,-41,D.1
-15,-41,H.0
-14,-41,D.2
-13,-41,H.4
-12,-41,H.2
-11,-41,H.5
-10,-41,H.4
-9,-41,H.0
-8,-41,D.1
-7,-41,H.0
-6,-41,D.2
-5,-41,H.4
-4,-41,H.2
-3,-41,H.5
-2,-41,H.4
-1,-41,H.0
0,-41,D.1
1,-41,H.2
2,-41,H.5
3,-41,H.4
4,-41,H.2
5,-41,H.5
6,-41,H.4
7,-41,H.5
8,-41,H.4
9,-41,H.2
10,-41,H.5
11,-41,H.4
12,-41,H.0
13,-41,D.1
14,-41,H.2
15,-41,H.5
16,-41,H.4
17,-41,H.0
18,-41,D.1
19,-41,H.0
20,-41,D.2
21,-41,H.4
22,-41,H.2
23,-41,H.5
24,-41,H.4
25,-41,H.0
26,-41,D.1
27,-41,H.0
28,-41,D.2
29,-41,H.4
30,-41,H.2
31,-41,H.5
32,-41,H.4
33,-41,H.0
34,-41,D.1
35,-41,H.2
36,-41,H.5
37,-41,H.4
38,-41,H.0
39,-41,D.1
40,-41,H.0
41,-41,D.2
42,-41,H.4
43,-41,H.2
44,-41,H.5
45,-41,H.4
46,-41,H.2
47,-41,H.5
48,-41,H.4
49,-41,H.5
50,-41,H.4
51,-41,H.2
52,-41,H.5
53,-41,H.4
54,-41,H.0
55,-41,D.1
56,-41,H.2
57,-41,H.5
58,-41,H.4
59,-41,H.2
60,-41,H.5
61,-41,H.4
62,-41,H.5
63,-41,H.4
64,-41,H.2
65,-41,H.5
66,-41,H.4
-24,-40,H.1
-23,-40,H.2
-22,-40,H.5
-21,-40,D.4
-20,-40,H.3
-19,-40,H.1
-18,-40,H.2
-17,-40,H.5
-16,-40,H.1
-15,-40,D.5
-14,-40,H.3
-13,-40,D.4
-12,-40,H.3
-11,-40,H.1
-10,-40,H.2
-9,-40,H.5
-8,-40,H.1
-7,-40,D.5
-6,-40,H.3
-5,-40,D.4
-4,-40,H.3
-3,-40,H.1
-2,-40,H.2
-1,-40,H.5
0,-40,D.4
1,-40,H.3
2,-40,H.1
3,-40,D.5
4,-40,H.3
5,-40,H.1
6,-40,D.5
7,-40,H.3
8,-40,D.4
9,-40,H.3
10,-40,H.1
11,-40,H.2
12,-40,H.5
13,-40,D.4
14,-40,H.3
15,-40,H.1
16,-40,H.2
17,-40,H.5
18,-40,H.1
19,-40,D.5
20,-40,H.3
21,-40,D.4
22,-40,H.3
23,-40,H.1
24,-40,H.2
25,-40,H.5
26,-40,H.1
27,-40,D.5
28,-40,H.3
29,-40,D.4
30,-40,H.3
31,-40,H.1
32,-40,H.2
33,-40,H.5
34,-40,D.4
35,-40,H.3
36,-40,H.1
37,-40,H.2
38,-40,H.5
39,-40,H.1
40,-40,D.5
41,-40,H.3
42,-40,D.4
43,-40,H.3
44,-40,H.1
45,-40,D.5
46,-40,H.3
47,-40,H.1
